band_gap,formation_energy_per_atom,full_formula,task_id
4.262499999999998,-2.7533732150000008,Ba10Si2Br12O8,mp-553884
3.5717000000000003,-3.3519677371315377,Ba4Na4Cr8F36,mp-556890
3.0384,-2.2254511961875005,Lu4Te10O26,mp-557829
3.5973,-1.4934687839423075,Sm4I12O36,mp-558007
2.0351,-0.9557837966145836,Ta4Tl8Ag4S16,mp-558241
2.9139000000000004,-2.3917893201298894,Na3Gd3H6S6O27,mp-559407
4.7115,-2.803749592317112,Cs4Na4B20O34,mp-559557
2.3385,-2.9124300502672416,K12Nb24V4O76,mp-561406
2.7979,-0.7086225322082231,Cs4B24Br24,mp-569897
3.7629,-2.4891075912431937,Cs12Nd4Mo12O48,mp-573369
0.234,-0.4972922266666669,Ge8Te8Rh8,mp-607818
2.2321,-1.7592314950047914,K2V2H2Se4O14,mp-644015
1.5657,-1.1161970726523316,Cs2Ho4Cu6Se10,mp-672258
2.457,-2.4263782035714287,P4W2O16,mp-687234
1.3182,-0.7439405446843146,Nb4Se34Cl24,mp-573340
3.0524000000000004,-0.4507692230799999,Ba4Mg6H20,mp-733604
4.6538,-1.825265395385817,Cs8Mg4H32C8O40,mp-733936
2.592,-2.54283678625,Tb4Fe4Ge8O28,mp-744184
1.1188000000000002,-1.6979013592968748,Hf2S6,mp-9922
2.233,-1.944106677857144,Zn2Mo4O8,mvc-5694
1.0215999999999994,-0.21803253125000044,Be2Si2As4,mp-1009087
2.2919000000000005,-2.1783036231562503,Na1Y1S2,mp-10226
3.4601000000000006,-3.04193378075,Sr2Ca1W1O6,mp-1078671
6.773300000000001,-3.6206391378140004,K2Li1Sc1F6,mp-1111110
0.5684,-1.3613798675000006,Tm8Te12,mp-1188133
3.2305,-2.0872712779427265,Tb4H4C12O24,mp-1194953
0.2121,-1.0344025292651895,Cs40Tl24Si4O16,mp-1199833
3.9416,-1.5418320934758776,Zn2In4Se8O24,mp-1201376
0.5461999999999998,-0.40815059448275903,Cs4Ni2As4,mp-1206689
3.7882,-1.3701109790000003,Zr8Br32,mp-1207486
2.7913,-1.868513544230771,V8Ni8Pb4O32,mp-1207918
7.490299999999999,-3.91342752305387,Rb2Dy2Be2F12,mp-1209211
0.1961000000000004,-1.2252932841666666,Pr4Te4As4,mp-1209288
2.661,-2.099029953433908,Cs2Bi2Mo4O16,mp-1213697
0.02510000000000012,-0.5533699784374999,Dy20Co4Bi8,mp-1213372
5.0267,-2.567992755151724,Cs8Tm4Cl20,mp-1213743
1.4047,-1.5896487267857142,Ba12Sb4I12,mp-1214632
2.4118,-2.1254154248660715,Tb18Al10S42,mp-1217749
1.7748999999999997,-1.992775882078544,Cs2V2Te2O12,mp-1225864
2.4973,-1.3955314138663797,Cs1Li1Zn1S2,mp-1225887
1.9335,-3.299123846583333,Ba3Lu2Mo1O9,mp-1228133
0.0017000000000000348,-2.3006747422500005,Ba2Tl1Sb1O6,mp-1228332
4.316,-2.5683430656346764,Cs4Cd4P12O36,mp-13738
2.1641,-2.41173967703125,Ba1S1,mp-1500
5.1362000000000005,-3.1420877391562496,K2Na4Si24B6O60,mp-15541
1.734,-2.0465428864942865,Na4Mn4As4O16,mp-17876
3.4246,-2.389917061898149,Fe4B4O10,mp-19333
2.2544000000000004,-1.1470845851562506,Li2Ge1Pb1S4,mp-19896
0.010899999999999466,-0.0793991216666683,Gd2Fe4,mp-20089
2.3398000000000003,-2.6461623610175,Sr4Mn2Ge4O14,mp-22458
0.7129,-0.5777209818750002,Mo4Br12,mp-23312
1.9303,-1.6270133210837507,S8I8O24F8,mp-23598
1.7719999999999998,-0.6000442569582144,Hg6Se4Cl4,mp-27851
2.2298,-0.3778401407812497,S4Br4,mp-28099
1.9741,-2.094524239296875,Yb1Se1,mp-286
1.2965000000000002,-1.6219075176733335,K4Fe4Cl16,mp-28435
4.31,-2.154116879215833,Ho3Al9Cl36,mp-29796
4.0558000000000005,-2.9812934910570843,Na8Al6Si6H2O26,mp-39140
3.7846,-2.1569094305000003,Li8Sn1O6,mp-4527
0.004599999999999938,-1.21811344252,Mo8N4Cl28,mp-542135
3.0317,-3.6806984188257568,Er40W8O84,mp-554807
3.0040000000000004,-2.219232637437499,Ho4Te10O26,mp-5572
1.3671,-1.4868487581893828,K6Ce3N18O54,mp-558886
2.7310000000000003,-2.2168547350681824,Na4Al4As8O28,mp-560921
4.186,-1.7936293570689656,Rb2Li1Dy1Br6,mp-567628
2.0510000000000006,-0.7317437056186662,Sr3Li4Ge2N6,mp-567371
